id,name,focus,scu,size,crew,flight_ready,image_url,brand_id
169,Starfarer,HEAVY REFUELLING,291,Large,4,true,"https://robertsspaceindustries.com/i/d7cca35b46beb48d4aa013980371233603508c4c/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskeuE137p6bgGaeFYoGULZMUFr7x7b2ztE)/source.webp",12
170,Starfarer Gemini,HEAVY REFUELLING,0,Large,6,true,"https://robertsspaceindustries.com/i/e1e68c92930b8985842f5296f437a725430badab/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResipDV185foxRnreqU2TUBknDwpWfUB7q6N)/source.webp",12
168,Reliant Tana,LIGHT FIGHTER,0,Small,2,true,"https://robertsspaceindustries.com/i/ac002421bd885da62fee1a11ebfe83462d109d9a/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskui898hucVaGeAWgdEYuL85w4WovbbF9G)/source.webp",12
151,Endeavor,HEAVY SCIENCE,500,Capital,3,false,"https://robertsspaceindustries.com/i/3735ad32fa243c41350ff250ff3bbd5a15ca389a/resize(1820,1024,cover,hgjbks2vRxvijgZCkcudyey3yf2YnBqfanX6U636vzzNeeFdx43A2FpB2VsDZB7YNvCzEcXVwpZLUh2qptqc3g5fzN)/source.webp",12
173,100i,STARTER / TOURING,0,Small,1,true,"https://robertsspaceindustries.com/i/f8d0638aa95b6b51f63deda885bd255387b8d5de/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjvfQvZTLBeqr7nxsoca56jsfVMy1KQ5YS)/source.webp",13
174,125a,STARTER / LIGHT FIGHTER,0,Small,1,true,"https://robertsspaceindustries.com/i/275169a858374ce3bcc0fb25639c2b699564c195/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResizfriBj3nFqAvDHZZ7vuSG3tmn1HdLmoL)/source.webp",13
175,135c,STARTER / LIGHT FREIGHT,0,Small,1,true,"https://robertsspaceindustries.com/i/4b0a8c6d4546b82b6d5be58b42d4030371d0b013/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResj7MzgYTNGKKhv6Hd1NXeTyZyYemNiKSyt)/source.webp",13
176,300i,LUXURY / TOURING,0,Small,1,true,"https://robertsspaceindustries.com/i/cb1d78eed3bcf6ad4cebfce50e1bb16e4e4c0ce1/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReseTbcEcvfVXUA2L4LQquCBv3XRgSGhs5Zg)/source.webp",13
177,315p,PATHFINDER,0,Small,1,true,"https://robertsspaceindustries.com/i/5203800ba162e6643ffb71bf3f26dbdc84caf17b/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskP39C2qja4a1SCcPpLtdNcx7BhDJFUZmx)/source.webp",13
178,325a,INTERDICTION / LIGHT FIGHTER,0,Small,1,true,"https://robertsspaceindustries.com/i/16df092bae7e15e28f5ddf8cb661d420fe8d626a/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskJ23FWYyJEzadrDtKz87mfAEoQDHWvg2S)/source.webp",13
179,350r,RACING,0,Small,1,true,"https://robertsspaceindustries.com/i/5a07624df24f8c53225dfc71120250ec64bf2f0e/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjqRzd4VcczH8KK3H3SAgsMrj6ExxrMpge)/source.webp",13
180,400i,TOURING,42,Large,1,true,"https://robertsspaceindustries.com/i/20d8f12f195904112d88a4b87b0ff6a3d65c8c37/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskjDaVPsYfVMpaEXu82p8NG94e9gDqqSYW)/source.webp",13
181,600i Explorer,EXPEDITION,0,Large,5,true,"https://robertsspaceindustries.com/i/bbfd42b3a1a3c30b170da468a56e2ffaec6980e9/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjqeFfVoF43f38XfD8N5eYmrHRC4QsX4aJ)/source.webp",13
182,600i Touring,TOURING,0,Large,5,true,"https://robertsspaceindustries.com/i/de53d42668b4661de434772e8b494046dae3cdf7/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReseiKhuNbUh3JWvLgcSm4Ly5DZPG3eT58cW)/source.webp",13
183,85X,TOURING,0,Snub,1,true,"https://robertsspaceindustries.com/i/2959cc931701412648c847748a5d97a8651aa952/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskHxChGNu1HG6cPCRZexaQfXYVmoySwLYv)/source.webp",13
184,890 Jump,LUXURY TOURING,388,Capital,3,true,"https://robertsspaceindustries.com/i/285d258ad5d533e7e336aa939edf4d78ca5b2678/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskN2PtGhQ7i1JD7RWFivT3dm996DXRrinA)/source.webp",13
186,G12a,MILITARY,0,Vehicle,1,false,"https://robertsspaceindustries.com/i/1900910628c5d39c4f6c8a2c98cb3223cd708ce3/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReseN3PD8Yei2EPy6cS9ZnRcMmF7kF9ZRb9G)/source.webp",13
185,G12,TOURING,0,Vehicle,1,false,"https://robertsspaceindustries.com/i/c1db72ea5664129382c5835e60bece68e7047abc/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResikAxDJUFaGehK6AA3NYU2s6ocp5a3bykz)/source.webp",13
187,M50,RACING,0,Small,1,true,"https://robertsspaceindustries.com/i/5abc4e89e3388222ca37679093b3350c593b7703/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskjH9bLVpUPJbkPVaaQsXhHddNjGfj8HgS)/source.webp",13
188,Apollo Medivac,MEDICAL,0,Large,2,false,"https://robertsspaceindustries.com/i/7a549ca1e7f8ededfa6310cd814123c6e33fa94f/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjf15177EULuHoBPAcD8RDVd5vgvjdAV4a)/source.webp",14
189,Apollo Triage,MEDICAL,0,Large,2,false,"https://robertsspaceindustries.com/i/6b4927ce8cb182829424d515985cbc0c96edf557/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskPHGWikHp7A4gJuynFHLEPKGE3kGM3hci)/source.webp",14
190,Arrastra,MINING / REFINING,576,Large,2,false,"https://robertsspaceindustries.com/i/75f93aebd4a3993b505cab5952c3a2612d246615/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskGqWRY5r2ETXGZ1pbf58H16PhoeqWKwgS)/source.webp",14
191,Aurora CL,LIGHT FREIGHT,0,Small,1,true,"https://robertsspaceindustries.com/i/cd4675f8240211071dfb2cda68249da2c7f7d7fa/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskqUURXDz5coswxJaMxGf2h8orXrGu2nPG)/source.webp",14
192,Aurora ES,STARTER / PATHFINDER,0,Small,1,true,"https://robertsspaceindustries.com/i/c7c7b0118ba6fbee392c78df23af176778731b06/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResizh6NGvSRpmsGJPtnccvGjhWyiFtTQvuL)/source.webp",14
193,Aurora LN,LIGHT FIGHTER,0,Small,1,true,"https://robertsspaceindustries.com/i/b3f88577dae48309b3b1236b6cb665efad0ec793/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResivY4o9xKVqqAGGCE6ubE9VzqjrDgYVkEz)/source.webp",14
194,Aurora LX,PATHFINDER,0,Small,1,true,"https://robertsspaceindustries.com/i/9f284f904473d32cd36dfb9e6d82f5ccdac48dc8/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReseMB2HqJCrzVi7n4jWa6RKuX86vHhuoXYz)/source.webp",14
195,Aurora MR,LIGHT FIGHTER,0,Small,1,true,"https://robertsspaceindustries.com/i/4ebfadb4b8eda5c56f877ed48860940e6759fb3d/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjZaFtjXh6njsETbS8KcP6T4B6ah7yTRUS)/source.webp",14
196,Constellation Andromeda,MEDIUM FREIGHT / GUN SHIP,0,Large,4,true,"https://robertsspaceindustries.com/i/0fbfee17b2bae365cd5ab9e7d9441c1eb9b2196f/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskj9ttp7XXgtHcy38CS9NBZHAKXeVYNAKQ)/source.webp",14
197,Constellation Aquila,EXPEDITION,0,Large,4,true,"https://robertsspaceindustries.com/i/fcfd1ae05d35f21bd3fa6d72042d9f5744279dc2/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskTHwgUVJoAa33Yovz7yaSJ1DKCRaxmBoc)/source.webp",14
198,Constellation Phoenix,LUXURY TOURING,0,Large,4,true,"https://robertsspaceindustries.com/i/de12bc2d0869631061515afcb4d0faab4268c67b/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjUL2eASUiAi8vcmYQ2MGKTpPxWxMSR3Jv)/source.webp",14
199,Constellation Taurus,MEDIUM FREIGHT,0,Large,4,true,"https://robertsspaceindustries.com/i/30976bbcf88aef9986e8eeebae4a208100b8088a/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjkS7XpkFPAkxxXZWS9prx9VUShxcyG3p2)/source.webp",14
200,Galaxy,MODULAR,64,Large,1,false,"https://robertsspaceindustries.com/i/a4272169cfb07660d1e6045b23bd1789d8ff6acf/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResiirESnMrW6D9fAWNtn3qYqRC1e4x1yMUS)/source.webp",14
201,Lynx,LUXURY TRANSPORT / EXPLORER,0,Small,2,true,"https://robertsspaceindustries.com/i/954a1426939292a4e7aeb6aa3089562abd3e2c3f/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjj6VNDqWaXXDRPKHA57vY6TZ2WCvwXZin)/source.webp",14
202,Mantis,INTERDICTOR,0,Small,1,true,"https://robertsspaceindustries.com/i/bae32e21338b5dd958fbf9b8ae516b8306c20d17/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjvhkJQG2Y479fwUAWMsuScdWNqgyWMtVt)/source.webp",14
203,Orion,HEAVY MINING,0,Capital,7,false,"https://robertsspaceindustries.com/i/bed5c9e3b6d417d3056b6dabf8f37ef6dca64232/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResiisVBYsvtdRnA1UfqpGr22gNgMyVa6hVQ)/source.webp",14
204,Perseus,GUNBOAT,50,Large,6,false,"https://robertsspaceindustries.com/i/c21197844c7702973651eb1f05d6e768fbb7a5fd/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskCi8wTZZ5gSBk5Fpi86i6jrCnpNen1DY2)/source.webp",14
205,Polaris,CORVETTE,576,Capital,6,true,"https://robertsspaceindustries.com/i/8ae451b8e7c2f23574df93fbac8a5dc94df688fb/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjvdsuj4E1TBxYPCwNKBaHDZUcJ54bNLc6)/source.webp",14
206,Scorpius,HEAVY FIGHTER,0,Small,1,true,"https://robertsspaceindustries.com/i/3e91bdb7e1292eb7d8f07b87073b616f6c08355d/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResepsDwQ9u3J1woX35mi3qGoXbvfB38svXg)/source.webp",14
207,Scorpius Antares,HEAVY FIGHTER,0,Small,2,true,"https://robertsspaceindustries.com/i/086a250b405bd1cda9ca40831a0ead40d38c48c7/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjNrErHqkcicxt9k7X9SsCAMJUprHF2BQ2)/source.webp",14
208,Ursa,EXPLORATION,0,Small,2,true,"https://robertsspaceindustries.com/i/1baa93c6a56786b022de6b46c1a8c33fa36da6b6/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReseM3uUcugp2674rcRWSAagpPVa9SbEyUCE)/source.webp",14
209,Ursa Fortuna,EXPLORATION,0,Vehicle,1,true,"https://robertsspaceindustries.com/i/f241eb36893fa3087a842300f67127f7a433280a/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjBNBJ23W3mEG8ozoUYXBJqa5UXbB8Xogz)/source.webp",14
210,Ursa Medivac,AMBULANCE,0,Small,3,true,"https://robertsspaceindustries.com/i/e2300d8e61b297bcf8be6b739961ea9f441821aa/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReseFsCKauuCq4PYvVGFqV37HbFojR9mgHQS)/source.webp",14
211,Zeus Mk II CL,MEDIUM FREIGHT,0,Medium,3,true,"https://robertsspaceindustries.com/i/9332b99fd192960b05497cecb4d67dc5dd88e124/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResik2cJboaCTxvZPtFzgLFGe7nq45MrKFVx)/source.webp",14
212,Zeus Mk II ES,EXPEDITION,0,Medium,3,true,"https://robertsspaceindustries.com/i/201b16305598b3f101d78f2cf0f3bbeea5c5fd5f/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResivuuXPahoRKgQLW5h1aBypfa8P8Hap7Zg)/source.webp",14
213,Zeus Mk II MR,INTERDICTION,0,Medium,3,false,"https://robertsspaceindustries.com/i/1dc7f0e18d6d6fd2a60cbcd72242cfea1318c043/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResk22Znp2LVdS2JMxJFjrYCirRpVc4v9Pzv)/source.webp",14
214,Cyclone,EXPLORATION / RECON,0,Vehicle,2,true,"https://robertsspaceindustries.com/i/90ee2ba95dfca0184aa3a1aa948db503dd2174f8/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskZg8zCsGLYa78po64VaYqfsbxjnkciD9p)/source.webp",17
215,Cyclone AA,ANTI-AIRCRAFT,0,Vehicle,2,true,"https://robertsspaceindustries.com/i/8076b3936abd56c5909191a8f450287f63fa22c4/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResf1QQPcJ8reL5taVHdPd12jHTinHiBkZLa)/source.webp",17
216,Cyclone MT,ASSAULT,0,Vehicle,3,true,"https://robertsspaceindustries.com/i/e078279a4adc38c2427c14aa8b6b599232a03bd9/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReska4sF4Jmjthby3oaWfcGp3RAXZ2sXnnfG)/source.webp",17
217,Cyclone RC,RACING,0,Vehicle,2,true,"https://robertsspaceindustries.com/i/1d773625ba8047879f39f6dbac1d2d3c80466877/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResepucMVaYKd2nZAKmJ9a9UQ9PC9TKzeEeS)/source.webp",17
218,Cyclone RN,RECON,0,Vehicle,2,true,"https://robertsspaceindustries.com/i/34660754908d54903e9a25325d181f248c1a67d7/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResf17RScbHmhZMW5NVt2e2sixTQaHNZYva2)/source.webp",17
219,Cyclone TR,COMBAT,0,Vehicle,3,true,"https://robertsspaceindustries.com/i/2cd0f0ef302a104e9049f8580ecc6247295a82f6/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjHeMX4KQtubs1ft9UxmncipirctWZtmSv)/source.webp",17
220,Nova,COMBAT,0,Vehicle,1,true,"https://robertsspaceindustries.com/i/2db9fbed233bbd51205c211f1598543a1137e302/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReseiLgxb3pQ5gbyGvNcvnTjqpEMtxrbTXzv)/source.webp",17
221,Ranger CV,TOURING,0,Vehicle,1,false,"https://robertsspaceindustries.com/i/cb9372a344546093df8cad357d8a536f8b68411d/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReseH3Qd7shCav1BWchG74sQDq23zWLm3txN)/source.webp",17
222,Ranger RC,RACING,0,Vehicle,1,false,"https://robertsspaceindustries.com/i/b0d508d728dd6d858f390710450e9c1cfb35af25/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResetri3LoJRN1ys3QbytxFzJtbwr53ABJ62)/source.webp",17
223,Ranger TR,COMBAT,0,Vehicle,1,false,"https://robertsspaceindustries.com/i/66f8e7da7717c6b3aa1522b9cabd0b267142cbdb/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResj1mPB5zoigCCxoe5NAe8g6Ak9JAjpms7t)/source.webp",17
224,Storm,COMBAT SUPPORT,0,Vehicle,1,true,"https://robertsspaceindustries.com/i/3c27118370850da85be980fcecee69364478bcec/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjZs3i5kt5DoxmQ2RRvx2Rh1Dezpgf52Rt)/source.webp",17
225,Storm AA,COMBAT SUPPORT,0,Vehicle,1,true,"https://robertsspaceindustries.com/i/a3ea607a296776a50e8f189013378cb457d0dd89/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskjDGacoXYF6GFUBSrXQAXTc1eFVeygQZt)/source.webp",17
226,Scythe,MEDIUM FIGHTER,0,Small,1,true,"https://robertsspaceindustries.com/i/7f1723a830cbecad82904c64c92b272f397d341a/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjZuSweHytgpsb4fc3t87L1mXJcMGCCVF4)/source.webp",18
